"wave","RI_leafmaterial","spA_Cab","spA_Car","spA_Atn","spA_Br","spA_Cw","spA_Cm","spA_Protein","spA_nonPro"
719,1.4419,0.00284347,0,0,0.1035,0.01029,2.3,0,2.68222
720,1.4417,0.0026434,0,0,0.1024,0.01072,2.3,0,2.68222
721,1.4415,0.00245633,0,0,0.1013,0.01119,2.3,0,2.68222
722,1.4413,0.00228092,0,0,0.1003,0.01168,2.3,0,2.68222
723,1.4411,0.0021168,0,0,0.09931,0.01218,2.3,0,2.68222
724,1.4409,0.00196361,0,0,0.09829,0.01268,2.3,0,2.68222
725,1.4407,0.00182056,0,0,0.09727,0.01319,2.3,0,2.68222
726,1.4405,0.00168688,0,0,0.09625,0.01372,2.3,0,2.68222
727,1.4403,0.00156284,0,0,0.09524,0.01428,2.3,0,2.68222
728,1.4402,0.00144677,0,0,0.09422,0.01487,2.3,0,2.68222
729,1.44,0.00133883,0,0,0.0932,0.01551,2.3,0,2.68222
730,1.4398,0.0012386,0,0,0.09218,0.01621,2.3,0,2.68222
731,1.4396,0.0011459,0,0,0.0912,0.01699,2.3,0,2.68222
732,1.4394,0.00105907,0,0,0.09022,0.01787,2.3,0,2.68222
733,1.4393,0.000978276,0,0,0.08924,0.01886,2.3,0,2.68222
734,1.4391,0.000904086,0,0,0.08827,0.01992,2.3,0,2.68222
735,1.4389,0.00083609,0,0,0.08729,0.02101,2.3,0,2.68222
736,1.4387,0.000772889,0,0,0.08631,0.02207,2.3,0,2.68222
737,1.4385,0.000715026,0,0,0.08533,0.02306,2.3,0,2.68222
738,1.4384,0.000661618,0,0,0.08435,0.02394,2.3,0,2.68222
739,1.4382,0.000612349,0,0,0.08337,0.02469,2.3,0,2.68222
740,1.438,0.000567642,0,0,0.08239,0.02532,2.3,0,2.68222
741,1.4378,0.00052722,0,0,0.08155,0.02583,2.3,0,2.68222
742,1.4377,0.00048994,0,0,0.0807,0.02623,2.3,0,2.68222
743,1.4375,0.000456364,0,0,0.07985,0.02652,2.3,0,2.68222
744,1.4374,0.000425665,0,0,0.07901,0.02672,2.3,0,2.68222
745,1.4372,0.000398123,0,0,0.07816,0.02689,2.3,0,2.68222
746,1.4371,0.000373159,0,0,0.07732,0.02702,2.3,0,2.68222
747,1.437,0.000351044,0,0,0.07647,0.02713,2.3,0,2.68222
748,1.4368,0.000331411,0,0,0.07562,0.02722,2.3,0,2.68222
749,1.4367,0.000313711,0,0,0.07478,0.02728,2.3,0,2.68222
750,1.4366,0.000298414,0,0,0.07393,0.02733,2.3,0,2.68222
751,1.4364,0.000283146,0,0,0.07319,0.02738,2.3,0,2.68222
752,1.4363,0.00026796,0,0,0.07245,0.02741,2.3,0,2.68222
753,1.4361,0.000252885,0,0,0.07171,0.02745,2.3,0,2.68222
754,1.436,0.000237952,0,0,0.07097,0.02748,2.3,0,2.68222
755,1.4358,0.000223193,0,0,0.07023,0.02751,2.3,0,2.68222
756,1.4357,0.000208636,0,0,0.06949,0.02754,2.3,0,2.68222
757,1.4356,0.000194314,0,0,0.06875,0.02758,2.3,0,2.68222
758,1.4354,0.000180256,0,0,0.06801,0.02763,2.3,0,2.68222
759,1.4353,0.000166494,0,0,0.06727,0.02767,2.3,0,2.68222
760,1.4352,0.000153058,0,0,0.06653,0.02771,2.3,0,2.68222
761,1.4351,0.000139979,0,0,0.06586,0.02773,2.3,0,2.68222
762,1.435,0.000127287,0,0,0.06519,0.02773,2.3,0,2.68222
763,1.4349,0.000115013,0,0,0.06452,0.02774,2.3,0,2.68222
764,1.4348,0.000103187,0,0,0.06385,0.02774,2.3,0,2.68222
765,1.4347,9.18411e-05,0,0,0.06318,0.02773,2.3,0,2.68222
766,1.4346,8.10049e-05,0,0,0.06251,0.0277,2.3,0,2.68222
767,1.4345,7.07092e-05,0,0,0.06184,0.02766,2.3,0,2.68222
768,1.4345,6.09847e-05,0,0,0.06117,0.02761,2.3,0,2.68222
769,1.4344,5.18621e-05,0,0,0.0605,0.02757,2.3,0,2.68222
770,1.4343,4.3372e-05,0,0,0.05983,0.02754,2.3,0,2.68222
771,1.4343,3.5545e-05,0,0,0.05913,0.02752,2.3,0,2.68222
772,1.4342,2.84118e-05,0,0,0.05843,0.02748,2.3,0,2.68222
773,1.4342,2.20031e-05,0,0,0.05773,0.02741,2.3,0,2.68222
774,1.4341,1.63494e-05,0,0,0.05704,0.02731,2.3,0,2.68222
775,1.4341,1.14814e-05,0,0,0.05634,0.0272,2.3,0,2.68222
776,1.4341,7.42983e-06,0,0,0.05564,0.0271,2.3,0,2.68222
777,1.4341,4.22525e-06,0,0,0.05494,0.02701,2.3,0,2.68222
778,1.434,1.89832e-06,0,0,0.05424,0.0269,2.3,0,2.68222
779,1.434,4.79687e-07,0,0,0.05354,0.02675,2.3,0,2.68222
780,1.434,1.05249e-13,0,0,0.05284,0.02659,2.3,0,2.68222
781,1.434,0,0,0,0.05226,0.02645,2.3,0,2.68222
782,1.434,0,0,0,0.05167,0.02633,2.3,0,2.68222
783,1.434,0,0,0,0.05109,0.02624,2.3,0,2.68222
784,1.434,0,0,0,0.0505,0.02613,2.3,0,2.68222
785,1.434,0,0,0,0.04992,0.02593,2.3,0,2.68222
786,1.434,0,0,0,0.04933,0.02558,2.3,0,2.68222
787,1.4341,0,0,0,0.04874,0.02523,2.3,0,2.68222
788,1.4341,0,0,0,0.04816,0.02513,2.3,0,2.68222
789,1.4342,0,0,0,0.04757,0.02501,2.3,0,2.68222
790,1.4342,0,0,0,0.04699,0.02466,2.3,0,2.68222
791,1.4342,0,0,0,0.04646,0.02447,2.3,0,2.68222
792,1.4342,0,0,0,0.04594,0.02412,2.3,0,2.68222
793,1.4343,0,0,0,0.04542,0.02389,2.3,0,2.68222
794,1.4343,0,0,0,0.0449,0.02374,2.3,0,2.68222
795,1.4343,0,0,0,0.04437,0.02355,2.3,0,2.68222
796,1.4343,0,0,0,0.04385,0.02337,2.3,0,2.68222
797,1.4344,0,0,0,0.04333,0.02318,2.3,0,2.68222
798,1.4344,0,0,0,0.04281,0.02304,2.3,0,2.68222
799,1.4345,0,0,0,0.04228,0.02281,2.3,0,2.68222
800,1.4345,0,0,0,0.04176,0.02246,2.3,0,2.68222
801,1.4345,0,0,0,0.04128,0.02243,2.3,0,2.68222
802,1.4346,0,0,0,0.04081,0.02238,2.3,0,2.68222
803,1.4346,0,0,0,0.04033,0.02222,2.3,0,2.68222
804,1.4347,0,0,0,0.03985,0.02204,2.3,0,2.68222
805,1.4347,0,0,0,0.03937,0.02201,2.3,0,2.68222
806,1.4347,0,0,0,0.03889,0.02204,2.3,0,2.68222
807,1.4347,0,0,0,0.03841,0.02196,2.3,0,2.68222
808,1.4347,0,0,0,0.03793,0.02177,2.3,0,2.68222
809,1.4347,0,0,0,0.03746,0.0219,2.3,0,2.68222
810,1.4347,0,0,0,0.03698,0.02188,2.3,0,2.68222
811,1.4347,0,0,0,0.03657,0.02188,2.3,0,2.68222
812,1.4347,0,0,0,0.03615,0.02198,2.3,0,2.68222
813,1.4347,0,0,0,0.03574,0.0221,2.3,0,2.68222
814,1.4347,0,0,0,0.03533,0.02223,2.3,0,2.68222
815,1.4347,0,0,0,0.03492,0.02233,2.3,0,2.68222
816,1.4347,0,0,0,0.03451,0.02248,2.3,0,2.68222
817,1.4347,0,0,0,0.03409,0.02276,2.3,0,2.68222
818,1.4347,0,0,0,0.03368,0.02304,2.3,0,2.68222
819,1.4347,0,0,0,0.03327,0.02311,2.3,0,2.68222
820,1.4347,0,0,0,0.03286,0.02329,2.3,0,2.68222
821,1.4347,0,0,0,0.03249,0.02388,2.3,0,2.68222
822,1.4347,0,0,0,0.03212,0.02446,2.3,0,2.68222
823,1.4347,0,0,0,0.03175,0.02475,2.3,0,2.68222
824,1.4347,0,0,0,0.03139,0.02516,2.3,0,2.68222
825,1.4347,0,0,0,0.03102,0.0262,2.3,0,2.68222
826,1.4347,0,0,0,0.03065,0.02769,2.3,0,2.68222
827,1.4347,0,0,0,0.03028,0.0283,2.3,0,2.68222
828,1.4348,0,0,0,0.02991,0.02914,2.3,0,2.68222
829,1.4348,0,0,0,0.02954,0.03108,2.3,0,2.68222
830,1.4348,0,0,0,0.02918,0.03214,2.3,0,2.68222
831,1.4348,0,0,0,0.02885,0.03297,2.3,0,2.68222
832,1.4348,0,0,0,0.02852,0.03459,2.3,0,2.68222
833,1.4348,0,0,0,0.02819,0.03606,2.3,0,2.68222
834,1.4348,0,0,0,0.02786,0.03662,2.3,0,2.68222
835,1.4348,0,0,0,0.02753,0.03702,2.3,0,2.68222
836,1.4348,0,0,0,0.0272,0.03788,2.3,0,2.68222
837,1.4348,0,0,0,0.02688,0.03829,2.3,0,2.68222
838,1.4348,0,0,0,0.02655,0.03854,2.3,0,2.68222
839,1.4348,0,0,0,0.02622,0.03909,2.3,0,2.68222
840,1.4348,0,0,0,0.02589,0.03949,2.3,0,2.68222
841,1.4348,0,0,0,0.02559,0.03972,2.3,0,2.68222
842,1.4348,0,0,0,0.02529,0.04,2.3,0,2.68222
843,1.4348,0,0,0,0.02499,0.0404,2.3,0,2.68222
844,1.4348,0,0,0,0.02469,0.04057,2.3,0,2.68222
845,1.4348,0,0,0,0.0244,0.04075,2.3,0,2.68222
846,1.4348,0,0,0,0.0241,0.04115,2.3,0,2.68222
847,1.4348,0,0,0,0.0238,0.04127,2.3,0,2.68222
848,1.4347,0,0,0,0.0235,0.04149,2.3,0,2.68222
849,1.4347,0,0,0,0.0232,0.04204,2.3,0,2.68222
850,1.4347,0,0,0,0.0229,0.04199,2.3,0,2.68222
851,1.4347,0,0,0,0.02264,0.04223,2.3,0,2.68222
852,1.4347,0,0,0,0.02238,0.04254,2.3,0,2.68222
853,1.4347,0,0,0,0.02212,0.04272,2.3,0,2.68222
854,1.4347,0,0,0,0.02186,0.0428,2.3,0,2.68222
855,1.4347,0,0,0,0.02159,0.04306,2.3,0,2.68222
856,1.4347,0,0,0,0.02133,0.0436,2.3,0,2.68222
857,1.4347,0,0,0,0.02107,0.04369,2.3,0,2.68222
858,1.4346,0,0,0,0.02081,0.04379,2.3,0,2.68222
859,1.4346,0,0,0,0.02055,0.04433,2.3,0,2.68222
860,1.4346,0,0,0,0.02029,0.04454,2.3,0,2.68222
861,1.4346,0,0,0,0.02006,0.04466,2.3,0,2.68222
862,1.4346,0,0,0,0.01983,0.04505,2.3,0,2.68222
863,1.4345,0,0,0,0.01961,0.04527,2.3,0,2.68222
864,1.4345,0,0,0,0.01938,0.04552,2.3,0,2.68222
865,1.4345,0,0,0,0.01915,0.04605,2.3,0,2.68222
866,1.4345,0,0,0,0.01893,0.04658,2.3,0,2.68222
867,1.4345,0,0,0,0.0187,0.04691,2.3,0,2.68222
868,1.4345,0,0,0,0.01847,0.04705,2.3,0,2.68222
869,1.4345,0,0,0,0.01825,0.04713,2.3,0,2.68222
870,1.4345,0,0,0,0.01802,0.04752,2.3,0,2.68222
871,1.4345,0,0,0,0.01782,0.04833,2.3,0,2.68222
872,1.4345,0,0,0,0.01762,0.04867,2.3,0,2.68222
873,1.4344,0,0,0,0.01742,0.04894,2.3,0,2.68222
874,1.4344,0,0,0,0.01723,0.0496,2.3,0,2.68222
875,1.4344,0,0,0,0.01703,0.05006,2.3,0,2.68222
876,1.4344,0,0,0,0.01683,0.0505,2.3,0,2.68222
877,1.4343,0,0,0,0.01663,0.05115,2.3,0,2.68222
878,1.4343,0,0,0,0.01643,0.05153,2.3,0,2.68222
879,1.4342,0,0,0,0.01623,0.05204,2.3,0,2.68222
880,1.4342,0,0,0,0.01604,0.05298,2.3,0,2.68222
881,1.4342,0,0,0,0.01586,0.05346,2.3,0,2.68222
882,1.4342,0,0,0,0.01568,0.05386,2.3,0,2.68222
883,1.4341,0,0,0,0.01551,0.05465,2.3,0,2.68222
884,1.4341,0,0,0,0.01533,0.05528,2.3,0,2.68222
885,1.4341,0,0,0,0.01516,0.05566,2.3,0,2.68222
886,1.4341,0,0,0,0.01498,0.05596,2.3,0,2.68222
887,1.4341,0,0,0,0.01481,0.05653,2.3,0,2.68222
888,1.434,0,0,0,0.01463,0.05745,2.3,0,2.68222
889,1.434,0,0,0,0.01446,0.05789,2.3,0,2.68222
890,1.434,0,0,0,0.01428,0.05831,2.3,0,2.68222
891,1.434,0,0,0,0.01414,0.05924,2.3,0,2.68222
892,1.4339,0,0,0,0.014,0.05982,2.3,0,2.68222
893,1.4339,0,0,0,0.01385,0.06009,2.3,0,2.68222
894,1.4338,0,0,0,0.01371,0.06035,2.3,0,2.68222
895,1.4338,0,0,0,0.01357,0.06094,2.3,0,2.68222
896,1.4338,0,0,0,0.01343,0.06185,2.3,0,2.68222
897,1.4338,0,0,0,0.01328,0.06226,2.3,0,2.68222
898,1.4337,0,0,0,0.01314,0.06269,2.3,0,2.68222
899,1.4337,0,0,0,0.013,0.0636,2.3,0,2.68222
900,1.4337,0,0,0,0.01286,0.06407,2.3,0,2.68222
901,1.4337,0,0,0,0.01275,0.06458,2.3,0,2.68222
902,1.4336,0,0,0,0.01265,0.06562,2.3,0,2.68222
903,1.4336,0,0,0,0.01255,0.06636,2.3,0,2.68222
904,1.4335,0,0,0,0.01245,0.06672,2.3,0,2.68222
905,1.4335,0,0,0,0.01235,0.06699,2.3,0,2.68222
906,1.4335,0,0,0,0.01225,0.06769,2.3,0,2.68222
907,1.4335,0,0,0,0.01215,0.069,2.3,0,2.68222
908,1.4334,0,0,0,0.01205,0.06989,2.3,0,2.68222
909,1.4334,0,0,0,0.01195,0.07037,2.3,0,2.68222
910,1.4334,0,0,0,0.01185,0.07085,2.3,0,2.68222
911,1.4334,0,0,0,0.01175,0.07187,2.3,0,2.68222
912,1.4333,0,0,0,0.01165,0.07358,2.3,0,2.68222
913,1.4333,0,0,0,0.01155,0.07486,2.3,0,2.68222
914,1.4332,0,0,0,0.01145,0.07562,2.3,0,2.68222
915,1.4332,0,0,0,0.01135,0.0763,2.3,0,2.68222
916,1.4332,0,0,0,0.01125,0.07792,2.3,0,2.68222
917,1.4332,0,0,0,0.01115,0.08085,2.3,0,2.68222
918,1.4331,0,0,0,0.01105,0.08292,2.3,0,2.68222
919,1.4331,0,0,0,0.01096,0.0841,2.3,0,2.68222
920,1.4331,0,0,0,0.01086,0.08528,2.3,0,2.68222
921,1.4331,0,0,0,0.01076,0.08801,2.3,0,2.68222
922,1.433,0,0,0,0.01066,0.09268,2.3,0,2.68222
923,1.433,0,0,0,0.01056,0.09584,2.3,0,2.68222
924,1.4329,0,0,0,0.01047,0.09819,2.3,0,2.68222
925,1.4329,0,0,0,0.01037,0.1012,2.3,0,2.68222
926,1.4329,0,0,0,0.01027,0.1042,2.3,0,2.68222
927,1.4328,0,0,0,0.01017,0.1066,2.3,0,2.68222
928,1.4328,0,0,0,0.01008,0.1113,2.3,0,2.68222
929,1.4327,0,0,0,0.00998,0.1194,2.3,0,2.68222
930,1.4327,0,0,0,0.009884,0.1246,2.3,0,2.68222
931,1.4326,0,0,0,0.009787,0.1281,2.3,0,2.68222
932,1.4326,0,0,0,0.009691,0.1327,2.3,0,2.68222
933,1.4325,0,0,0,0.009595,0.1374,2.3,0,2.68222
934,1.4325,0,0,0,0.0095,0.141,2.3,0,2.68222
935,1.4324,0,0,0,0.009404,0.1465,2.3,0,2.68222
936,1.4324,0,0,0,0.009309,0.1557,2.3,0,2.68222
937,1.4323,0,0,0,0.009214,0.1635,2.3,0,2.68222
938,1.4323,0,0,0,0.00912,0.1688,2.3,0,2.68222
939,1.4322,0,0,0,0.009025,0.1732,2.3,0,2.68222
940,1.4322,0,0,0,0.008931,0.1818,2.3,0,2.68222
941,1.4322,0,0,0,0.008837,0.1963,2.3,0,2.68222
942,1.4321,0,0,0,0.008743,0.205,2.3,0,2.68222
943,1.4321,0,0,0,0.00865,0.2106,2.3,0,2.68222
944,1.432,0,0,0,0.008557,0.2187,2.3,0,2.68222
945,1.432,0,0,0,0.008464,0.2287,2.3,0,2.68222
946,1.432,0,0,0,0.008371,0.2386,2.3,0,2.68222
947,1.4319,0,0,0,0.008279,0.2468,2.3,0,2.68222
948,1.4319,0,0,0,0.008187,0.2542,2.3,0,2.68222
949,1.4318,0,0,0,0.008095,0.2701,2.3,0,2.68222
950,1.4318,0,0,0,0.008004,0.2976,2.3,0,2.68222
951,1.4318,0,0,0,0.007913,0.3153,2.3,0,2.68222
952,1.4317,0,0,0,0.007822,0.3274,2.3,0,2.68222
953,1.4317,0,0,0,0.007732,0.3438,2.3,0,2.68222
954,1.4316,0,0,0,0.007641,0.3622,2.3,0,2.68222
955,1.4316,0,0,0,0.007552,0.3785,2.3,0,2.68222
956,1.4316,0,0,0,0.007462,0.393,2.3,0,2.68222
957,1.4315,0,0,0,0.007373,0.4068,2.3,0,2.68222
958,1.4315,0,0,0,0.007284,0.4184,2.3,0,2.68222
959,1.4314,0,0,0,0.007195,0.4273,2.3,0,2.68222
960,1.4314,0,0,0,0.007107,0.4385,2.3,0,2.68222
961,1.4313,0,0,0,0.007019,0.4538,2.3,0,2.68222
962,1.4313,0,0,0,0.006932,0.4611,2.3,0,2.68222
963,1.4312,0,0,0,0.006844,0.4633,2.3,0,2.68222
964,1.4312,0,0,0,0.006758,0.4663,2.3,0,2.68222
965,1.4311,0,0,0,0.006671,0.4701,2.3,0,2.68222
966,1.431,0,0,0,0.006585,0.4733,2.3,0,2.68222
967,1.431,0,0,0,0.006499,0.4756,2.3,0,2.68222
968,1.4309,0,0,0,0.006414,0.4772,2.3,0,2.68222
969,1.4309,0,0,0,0.006329,0.4785,2.3,0,2.68222
970,1.4308,0,0,0,0.006244,0.48,2.3,0,2.68222
971,1.4307,0,0,0,0.00616,0.4814,2.3,0,2.68222
972,1.4307,0,0,0,0.006076,0.4827,2.3,0,2.68222
973,1.4306,0,0,0,0.005993,0.4843,2.3,0,2.68222
974,1.4306,0,0,0,0.00591,0.4864,2.3,0,2.68222
975,1.4305,0,0,0,0.005827,0.487,2.3,0,2.68222
976,1.4304,0,0,0,0.005745,0.4867,2.3,0,2.68222
977,1.4304,0,0,0,0.005663,0.4864,2.3,0,2.68222
978,1.4303,0,0,0,0.005581,0.4857,2.3,0,2.68222
979,1.4303,0,0,0,0.0055,0.4841,2.3,0,2.68222
980,1.4302,0,0,0,0.005419,0.4821,2.3,0,2.68222
981,1.4301,0,0,0,0.005339,0.4804,2.3,0,2.68222
982,1.43,0,0,0,0.005259,0.4786,2.3,0,2.68222
983,1.43,0,0,0,0.00518,0.4764,2.3,0,2.68222
984,1.4299,0,0,0,0.005101,0.4738,2.3,0,2.68222
985,1.4298,0,0,0,0.005023,0.471,2.3,0,2.68222
986,1.4297,0,0,0,0.004945,0.4677,2.3,0,2.68222
987,1.4297,0,0,0,0.004867,0.4641,2.3,0,2.68222
988,1.4296,0,0,0,0.00479,0.4604,2.3,0,2.68222
989,1.4296,0,0,0,0.004713,0.457,2.3,0,2.68222
990,1.4295,0,0,0,0.004637,0.4532,2.3,0,2.68222
991,1.4294,0,0,0,0.004561,0.4482,2.3,0,2.68222
992,1.4293,0,0,0,0.004486,0.4434,2.3,0,2.68222
993,1.4293,0,0,0,0.004411,0.4397,2.3,0,2.68222
994,1.4292,0,0,0,0.004337,0.4362,2.3,0,2.68222
995,1.4291,0,0,0,0.004263,0.4316,2.3,0,2.68222
996,1.429,0,0,0,0.00419,0.4265,2.3,0,2.68222
997,1.4289,0,0,0,0.004117,0.4215,2.3,0,2.68222
998,1.4289,0,0,0,0.004044,0.4168,2.3,0,2.68222
999,1.4288,0,0,0,0.003972,0.4121,2.3,0,2.68222
1000,1.4287,0,0,0,0.003901,0.4072,2.3,0,2.68222
1001,1.4286,0,0,0,0.00383,0.4017,2.3,0,2.68222
1002,1.4285,0,0,0,0.00376,0.3963,2.3,0,2.68222
1003,1.4285,0,0,0,0.00369,0.3915,2.3,0,2.68222
1004,1.4284,0,0,0,0.00362,0.3868,2.3,0,2.68222
1005,1.4283,0,0,0,0.003552,0.3816,2.3,0,2.68222
1006,1.4282,0,0,0,0.003483,0.376,2.3,0,2.68222
1007,1.4281,0,0,0,0.003416,0.3701,2.3,0,2.68222
1008,1.4281,0,0,0,0.003348,0.364,2.3,0,2.68222
1009,1.428,0,0,0,0.003282,0.3581,2.3,0,2.68222
1010,1.4279,0,0,0,0.003215,0.3521,2.3,0,2.68222
1011,1.4278,0,0,0,0.00315,0.3461,2.3,0,2.68222
1012,1.4277,0,0,0,0.003085,0.3402,2.3,0,2.68222
1013,1.4276,0,0,0,0.00302,0.3349,2.3,0,2.68222
1014,1.4275,0,0,0,0.002956,0.3297,2.3,0,2.68222
1015,1.4274,0,0,0,0.002893,0.3243,2.3,0,2.68222
1016,1.4273,0,0,0,0.00283,0.3191,2.3,0,2.68222
1017,1.4272,0,0,0,0.002768,0.3141,2.3,0,2.68222
1018,1.4272,0,0,0,0.002706,0.3086,2.3,0,2.68222
1019,1.4271,0,0,0,0.002645,0.3022,2.3,0,2.68222
1020,1.427,0,0,0,0.002585,0.2957,2.3,0,2.68222
1021,1.4269,0,0,0,0.002525,0.2897,2.3,0,2.68222
1022,1.4268,0,0,0,0.002465,0.284,2.3,0,2.68222
1023,1.4267,0,0,0,0.002407,0.2782,2.3,0,2.68222
1024,1.4266,0,0,0,0.002348,0.2724,2.3,0,2.68222
1025,1.4265,0,0,0,0.002291,0.2672,2.3,0,2.68222
1026,1.4264,0,0,0,0.002234,0.2621,2.3,0,2.68222
1027,1.4263,0,0,0,0.002178,0.2566,2.3,0,2.68222
1028,1.4263,0,0,0,0.002122,0.2506,2.3,0,2.68222
1029,1.4262,0,0,0,0.002067,0.2444,2.3,0,2.68222
1030,1.4261,0,0,0,0.002012,0.2391,2.3,0,2.68222
1031,1.426,0,0,0,0.001959,0.2357,2.3,0,2.68222
1032,1.4259,0,0,0,0.001905,0.2331,2.3,0,2.68222
1033,1.4258,0,0,0,0.001853,0.2299,2.3,0,2.68222
1034,1.4257,0,0,0,0.001801,0.2251,2.3,0,2.68222
1035,1.4256,0,0,0,0.00175,0.2198,2.3,0,2.68222
1036,1.4255,0,0,0,0.001699,0.2151,2.3,0,2.68222
1037,1.4254,0,0,0,0.001649,0.2109,2.3,0,2.68222
1038,1.4253,0,0,0,0.0016,0.2064,2.3,0,2.68222
1039,1.4252,0,0,0,0.001551,0.202,2.3,0,2.68222
1040,1.4251,0,0,0,0.001503,0.1981,2.3,0,2.68222
1041,1.425,0,0,0,0.001456,0.1944,2.3,0,2.68222
1042,1.4249,0,0,0,0.001409,0.1904,2.3,0,2.68222
1043,1.4248,0,0,0,0.001363,0.1868,2.3,0,2.68222
1044,1.4247,0,0,0,0.001318,0.1841,2.3,0,2.68222
1045,1.4246,0,0,0,0.001274,0.1818,2.3,0,2.68222
1046,1.4245,0,0,0,0.00123,0.179,2.3,0,2.68222
1047,1.4244,0,0,0,0.001187,0.1752,2.3,0,2.68222
1048,1.4242,0,0,0,0.001144,0.1715,2.3,0,2.68222
1049,1.4241,0,0,0,0.001102,0.1687,2.3,0,2.68222
1050,1.424,0,0,0,0.001061,0.1664,2.3,0,2.68222
1051,1.4239,0,0,0,0.001021,0.1639,2.3,0,2.68222
1052,1.4238,0,0,0,0.0009811,0.1613,2.3,0,2.68222
1053,1.4237,0,0,0,0.0009422,0.1586,2.3,0,2.68222
1054,1.4236,0,0,0,0.000904,0.1562,2.3,0,2.68222
1055,1.4235,0,0,0,0.0008665,0.1545,2.3,0,2.68222
1056,1.4234,0,0,0,0.0008297,0.1532,2.3,0,2.68222
1057,1.4233,0,0,0,0.0007937,0.1522,2.3,0,2.68222
1058,1.4232,0,0,0,0.0007584,0.151,2.3,0,2.68222
1059,1.4231,0,0,0,0.0007239,0.1495,2.3,0,2.68222
1060,1.423,0,0,0,0.0006901,0.1475,2.3,0,2.68222
1061,1.4229,0,0,0,0.0006571,0.1457,2.3,0,2.68222
1062,1.4228,0,0,0,0.0006248,0.1447,2.3,0,2.68222
1063,1.4226,0,0,0,0.0005933,0.1442,2.3,0,2.68222
1064,1.4225,0,0,0,0.0005626,0.1438,2.3,0,2.68222
1065,1.4224,0,0,0,0.0005326,0.1433,2.3,0,2.68222
1066,1.4223,0,0,0,0.0005034,0.1426,2.3,0,2.68222
1067,1.4222,0,0,0,0.000475,0.1418,2.3,0,2.68222
1068,1.422,0,0,0,0.0004473,0.1412,2.3,0,2.68222
1069,1.4219,0,0,0,0.0004205,0.141,2.3,0,2.68222
1070,1.4218,0,0,0,0.0003944,0.1409,2.3,0,2.68222
1071,1.4217,0,0,0,0.0003691,0.1408,2.3,0,2.68222
1072,1.4216,0,0,0,0.0003446,0.1406,2.3,0,2.68222
1073,1.4215,0,0,0,0.000321,0.1405,2.3,0,2.68222
1074,1.4214,0,0,0,0.0002981,0.1408,2.3,0,2.68222
1075,1.4213,0,0,0,0.000276,0.1414,2.3,0,2.68222
1076,1.4212,0,0,0,0.0002548,0.1426,2.3,0,2.68222
1077,1.4211,0,0,0,0.0002344,0.1435,2.3,0,2.68222
1078,1.4209,0,0,0,0.0002148,0.1438,2.3,0,2.68222
1079,1.4208,0,0,0,0.000196,0.1439,2.3,0,2.68222
1080,1.4207,0,0,0,0.000178,0.1443,2.3,0,2.68222
1081,1.4206,0,0,0,0.0001609,0.1456,2.3,0,2.68222
1082,1.4205,0,0,0,0.0001446,0.1475,2.3,0,2.68222
1083,1.4203,0,0,0,0.0001292,0.1498,2.3,0,2.68222
1084,1.4202,0,0,0,0.0001146,0.1519,2.3,0,2.68222
1085,1.4201,0,0,0,0.0001009,0.1534,2.3,0,2.68222
1086,1.42,0,0,0,8.804e-05,0.1547,2.3,0,2.68222
1087,1.4199,0,0,0,7.603e-05,0.1561,2.3,0,2.68222
1088,1.4197,0,0,0,6.488e-05,0.158,2.3,0,2.68222
1089,1.4196,0,0,0,5.46e-05,0.1604,2.3,0,2.68222
1090,1.4195,0,0,0,4.519e-05,0.1632,2.3,0,2.68222
1091,1.4194,0,0,0,3.666e-05,0.1659,2.3,0,2.68222
1092,1.4193,0,0,0,2.901e-05,0.1677,2.3,0,2.68222
1093,1.4191,0,0,0,2.225e-05,0.1693,2.3,0,2.68222
1094,1.419,0,0,0,1.637e-05,0.1712,2.3,0,2.68222
1095,1.4189,0,0,0,1.138e-05,0.1739,2.3,0,2.68222
1096,1.4188,0,0,0,7.297e-06,0.1777,2.3,0,2.68222
1097,1.4187,0,0,0,4.111e-06,0.1824,2.3,0,2.68222
1098,1.4185,0,0,0,1.83e-06,0.1866,2.3,0,2.68222
1099,1.4184,0,0,0,4.581e-07,0.189,2.3,0,2.68222
1100,1.4183,0,0,0,0,0.1906,2.3,0,2.68222
1101,1.4182,0,0,0,0,0.1929,2.3,0,2.68222
1102,1.4181,0,0,0,0,0.1967,2.3,0,2.68222
1103,1.4179,0,0,0,0,0.2005,2.3,0,2.68222
1104,1.4178,0,0,0,0,0.2031,2.3,0,2.68222
1105,1.4177,0,0,0,0,0.2051,2.3,0,2.68222
1106,1.4176,0,0,0,0,0.2079,2.3,0,2.68222
1107,1.4175,0,0,0,0,0.2123,2.3,0,2.68222
1108,1.4173,0,0,0,0,0.2166,2.3,0,2.68222
1109,1.4172,0,0,0,0,0.2196,2.3,0,2.68222
1110,1.4171,0,0,0,0,0.2219,2.3,0,2.68222
1111,1.417,0,0,0,0,0.2251,2.3,0,2.68222
1112,1.4169,0,0,0,0,0.2298,2.3,0,2.68222
1113,1.4167,0,0,0,0,0.2337,2.3,0,2.68222
1114,1.4166,0,0,0,0,0.2346,2.3,0,2.68222
1115,1.4165,0,0,0,0,0.2342,2.3,0,2.68222
1116,1.4164,0,0,0,0,0.2353,2.3,0,2.68222
1117,1.4163,0,0,0,0,0.2397,2.3,0,2.68222
